timestep,demand_water,demand_f,dewatered_sludge,temperature,demand_electricity,heat_demand_digester,electricity_demand_digester
36,85.3267,0.1036,30.91,14.994,44.26,3.140883515678171,2.026658187988623
37,86.3267,0.084862,30.91,14.723,44.26,3.179562940959857,2.026658187988623
38,87.3267,0.052101,30.91,13.824,44.26,3.3078758683703215,2.026658187988623
39,88.3267,0.014673,30.91,11.42,44.26,3.6509951981753885,2.026658187988623
40,89.3267,0.0,30.91,10.732,44.26,3.7491924106986363,2.026658187988623
41,90.3267,0.0,30.91,10.489,44.26,3.7838754377962367,2.026658187988623
42,91.3267,0.0,30.91,10.372,44.26,3.8005746730654515,2.026658187988623
43,92.3267,0.0,30.91,10.162,44.26,3.8305476594460943,2.026658187988623
44,93.3267,0.0,30.91,10.309,44.26,3.809566568979645,2.026658187988623
45,94.3267,0.0,30.91,10.385,44.26,3.798719202479984,2.026658187988623
46,95.3267,0.0,30.91,10.061,44.26,3.8449632386101174,2.026658187988623
47,96.3267,0.0,30.91,9.74,44.26,3.890779089220527,2.026658187988623
48,97.3267,0.0,30.91,10.229,44.26,3.820984849505604,2.026658187988623
49,98.3267,0.0,30.91,10.236,44.26,3.8199857499595815,2.026658187988623
50,99.3267,0.0,30.91,10.145,44.26,3.8329740440578606,2.026658187988623
51,100.3267,0.0,30.91,10.594,44.26,3.7688889446059153,2.026658187988623
52,101.3267,0.0,30.91,10.755,44.26,3.7459096550474227,2.026658187988623
53,102.3267,0.0,30.91,10.796,44.26,3.740057786277869,2.026658187988623
54,103.3267,0.0,30.91,11.028,44.26,3.706944772752588,2.026658187988623
55,104.3267,0.0,30.91,11.558,44.26,3.63129866426811,2.026658187988623
56,105.3267,0.062188,30.91,12.423,44.26,3.5078385060811774,2.026658187988623
57,106.3267,0.15426,30.91,13.112,44.26,3.409498565051356,2.026658187988623
58,107.3267,0.16016,30.91,13.328,44.26,3.3786692076312668,2.026658187988623
59,108.3267,0.1036,30.91,13.497,44.26,3.3545480900201783,2.026658187988623
60,109.3267,0.084862,30.91,13.566,44.26,3.344699823066539,2.026658187988623
61,110.3267,0.0,30.91,13.409,44.26,3.3671081985987334,2.026658187988623
62,111.3267,0.0,30.91,12.913,44.26,3.4379015378596787,2.026658187988623
63,112.3267,0.062188,30.91,12.119,44.26,3.5512279720798223,2.026658187988623
64,113.3267,0.15426,30.91,11.741,44.26,3.6051793475649783,2.026658187988623
65,114.3267,0.16016,30.91,11.535,44.26,3.6345814199193223,2.026658187988623
66,115.3267,0.1036,30.91,11.029,44.26,3.7068020442460137,2.026658187988623
67,116.3267,0.084862,30.91,10.479,44.26,3.7853027228619816,2.026658187988623
68,117.3267,0.052101,30.91,10.118,44.26,3.8368277137353712,2.026658187988623
69,118.3267,0.014673,30.91,9.801,44.26,3.8820726503194836,2.026658187988623
70,119.3267,0.0,30.91,9.705,44.26,3.895774586950635,2.026658187988623
71,120.3267,0.0,30.91,9.676,44.26,3.8999137136412947,2.026658187988623
72,121.3267,0.0,30.91,9.1,44.26,3.9821253334281996,2.026658187988623
73,122.3267,0.0,30.91,8.831,44.26,4.020519301696737,2.026658187988623
74,123.3267,0.0,30.91,8.983,44.26,3.998824568697415,2.026658187988623
75,124.3267,0.0,30.91,8.473,44.26,4.071616107050404,2.026658187988623
76,125.3267,0.0,30.91,7.776,44.26,4.171097876132821,2.026658187988623
77,126.3267,0.0,30.91,7.356,44.26,4.231043848894105,2.026658187988623
78,127.3267,0.0,30.91,8.874,44.26,4.014381975914033,2.026658187988623
79,128.3267,0.0,30.91,10.665,44.26,3.7587552206391273,2.026658187988623
80,129.3267,0.0,30.91,13.03,44.26,3.421202302590464,2.026658187988623
81,130.3267,0.0,30.91,14.456,44.26,3.217671452215245,2.026658187988623
82,131.3267,0.0,30.91,15.148,44.26,3.1189033256656997,2.026658187988623
83,132.3267,0.0,30.91,15.629,44.26,3.050250914003372,2.026658187988623
84,133.3267,0.0,30.91,15.794,44.26,3.026700710418581,2.026658187988623
85,134.3267,0.0,30.91,15.529,44.26,3.06452376466082,2.026658187988623
86,135.3267,0.062188,30.91,14.298,44.26,3.2402225562540137,2.026658187988623
87,136.3267,0.15426,30.91,12.11,44.26,3.5525125286389927,2.026658187988623
88,137.3267,0.16016,30.91,11.295,44.26,3.6688362614971997,2.026658187988623
89,138.3267,0.1036,30.91,10.749,44.26,3.7467660260868696,2.026658187988623
90,139.3267,0.084862,30.91,10.377,44.26,3.799861030532579,2.026658187988623
91,140.3267,0.0,30.91,9.839,44.26,3.8766489670696536,2.026658187988623
92,141.3267,0.0,30.91,9.222,44.26,3.9647124556261124,2.026658187988623
93,142.3267,0.062188,30.91,8.651,44.26,4.0462104328801445,2.026658187988623
94,143.3267,0.15426,30.91,8.584,44.26,4.055773242820635,2.026658187988623
95,144.3267,0.16016,30.91,8.687,44.26,4.041072206643463,2.026658187988623
96,145.3267,0.1036,30.91,8.699,44.26,4.039359464564569,2.026658187988623
97,146.3267,0.084862,30.91,8.769,44.26,4.029368469104355,2.026658187988623
98,147.3267,0.052101,30.91,8.684,44.26,4.0415003921631865,2.026658187988623
99,148.3267,0.014673,30.91,8.226,44.26,4.106870048174302,2.026658187988623
100,149.3267,0.0,30.91,7.591,44.26,4.197502649849101,2.026658187988623
101,150.3267,0.0,30.91,7.37,44.26,4.229045649802063,2.026658187988623
102,151.3267,0.0,30.91,8.988,44.26,3.998110926164543,2.026658187988623
103,152.3267,0.0,30.91,11.167,44.26,3.687105510338734,2.026658187988623
104,153.3267,0.0,30.91,13.072,44.26,3.4152077053143355,2.026658187988623
105,154.3267,0.0,30.91,14.599,44.26,3.197261275775093,2.026658187988623
106,155.3267,0.0,30.91,15.315,44.26,3.09506766506776,2.026658187988623
107,156.3267,0.0,30.91,15.574,44.26,3.058100981864968,2.026658187988623
108,157.3267,0.0,30.91,15.366,44.26,3.0877885112324615,2.026658187988623
109,158.3267,0.0,30.91,14.649,44.26,3.1901248504463684,2.026658187988623
110,159.3267,0.0,30.91,13.344,44.26,3.3763855515260746,2.026658187988623
111,160.3267,0.0,30.91,10.794,44.26,3.7403432432910177,2.026658187988623
112,161.3267,0.0,30.91,9.993,44.26,3.854668777057182,2.026658187988623
113,162.3267,0.0,30.91,10.344,44.26,3.804571071249537,2.026658187988623
114,163.3267,0.0,30.91,10.557,44.26,3.7741698993491717,2.026658187988623
115,164.3267,0.0,30.91,10.471,44.26,3.7864445509145774,2.026658187988623
116,165.3267,0.062188,30.91,10.406,44.26,3.795721903841919,2.026658187988623
117,166.3267,0.15426,30.91,10.221,44.26,3.8221266775581992,2.026658187988623
118,167.3267,0.16016,30.91,10.252,44.26,3.8177020938543897,2.026658187988623
119,168.3267,0.1036,30.91,10.373,44.26,3.8004319445588775,2.026658187988623
120,169.3267,0.084862,30.91,10.609,44.26,3.7667480170072976,2.026658187988623
121,170.3267,0.0,30.91,10.713,44.26,3.751904252323551,2.026658187988623
122,171.3267,0.0,30.91,10.62,44.26,3.765178003434979,2.026658187988623
123,172.3267,0.062188,30.91,10.438,44.26,3.7911545916315355,2.026658187988623
124,173.3267,0.15426,30.91,10.105,44.26,3.83868318432084,2.026658187988623
125,174.3267,0.16016,30.91,9.732,44.26,3.891920917273124,2.026658187988623
126,175.3267,0.1036,30.91,9.867,44.26,3.8726525688855675,2.026658187988623
127,176.3267,0.084862,30.91,10.51,44.26,3.7808781391581734,2.026658187988623
128,177.3267,0.052101,30.91,11.535,44.26,3.6345814199193223,2.026658187988623
129,178.3267,0.014673,30.91,12.121,44.26,3.550942515066673,2.026658187988623
130,179.3267,0.0,30.91,12.158,44.26,3.545661560323417,2.026658187988623
131,180.3267,0.0,30.91,11.913,44.26,3.5806300444341663,2.026658187988623
132,181.3267,0.0,30.91,11.463,44.26,3.644857872392686,2.026658187988623
133,182.3267,0.0,30.91,10.885,44.26,3.7273549491927396,2.026658187988623
134,183.3267,0.0,30.91,10.188,44.26,3.826836718275157,2.026658187988623
135,184.3267,0.0,30.91,9.775,44.26,3.885783591490421,2.026658187988623
136,185.3267,0.0,30.91,9.737,44.26,3.891207274740251,2.026658187988623
137,186.3267,0.0,30.91,9.883,44.26,3.870368912780376,2.026658187988623
138,187.3267,0.0,30.91,9.886,44.26,3.869940727260653,2.026658187988623
139,188.3267,0.0,30.91,9.796,44.26,3.882786292852356,2.026658187988623
140,189.3267,0.0,30.91,9.642,44.26,3.904766482864827,2.026658187988623
141,190.3267,0.0,30.91,9.507,44.26,3.924034831252383,2.026658187988623
142,191.3267,0.0,30.91,9.27,44.26,3.957861487310537,2.026658187988623
143,192.3267,0.0,30.91,9.058,44.26,3.988119930704328,2.026658187988623
144,193.3267,0.0,30.91,8.977,44.26,3.9996809397368613,2.026658187988623
145,194.3267,0.0,30.91,8.841,44.26,4.019092016630991,2.026658187988623
146,195.3267,0.062188,30.91,8.849,44.26,4.017950188578396,2.026658187988623
147,196.3267,0.15426,30.91,8.998,44.26,3.9966836410987976,2.026658187988623
148,197.3267,0.16016,30.91,9.089,44.26,3.983695347000519,2.026658187988623
149,198.3267,0.1036,30.91,9.21,44.26,3.966425197705006,2.026658187988623
150,58.2893,0.084862,30.91,9.341,44.26,3.9477277633437478,2.026658187988623
151,59.2893,0.0,30.91,9.381,44.26,3.942018623080769,2.026658187988623
152,60.2893,0.0,30.91,9.663,44.26,3.901769184226763,2.026658187988623
153,61.2893,0.062188,30.91,10.443,44.26,3.790440949098663,2.026658187988623
154,62.2893,0.15426,30.91,11.062,44.26,3.7020920035290557,2.026658187988623
155,63.2893,0.16016,30.91,11.414,44.26,3.651851569214836,2.026658187988623
156,64.2893,0.1036,30.91,11.508,44.26,3.638435089596834,2.026658187988623
157,65.2893,0.084862,30.91,11.308,44.26,3.6669807909117313,2.026658187988623
158,66.2893,0.052101,30.91,10.818,44.26,3.736917759133231,2.026658187988623
159,67.2893,0.014673,30.91,10.269,44.26,3.8152757092426244,2.026658187988623
160,68.2893,0.0,30.91,10.004,44.26,3.8530987634848635,2.026658187988623
161,69.2893,0.0,30.91,9.807,44.26,3.8812162792800367,2.026658187988623
162,70.2893,0.0,30.91,9.769,44.26,3.886639962529868,2.026658187988623
163,71.2893,0.0,30.91,9.815,44.26,3.8800744512274417,2.026658187988623
164,72.2893,0.0,30.91,9.906,44.26,3.8670861571291635,2.026658187988623
165,73.2893,0.0,30.91,9.966,44.26,3.8585224467346935,2.026658187988623
166,74.2893,0.0,30.91,10.147,44.26,3.8326885870447116,2.026658187988623
167,75.2893,0.0,30.91,10.227,44.26,3.8212703065187528,2.026658187988623
168,76.2893,0.0,30.91,10.145,44.26,3.8329740440578606,2.026658187988623
169,77.2893,0.0,30.91,9.964,44.26,3.858807903747843,2.026658187988623
170,78.2893,0.0,30.91,9.768,44.26,3.886782691036442,2.026658187988623
171,79.2893,0.0,30.91,9.516,44.26,3.9227502746932132,2.026658187988623
172,80.2893,0.0,30.91,9.201,44.26,3.9677097542641766,2.026658187988623
173,81.2893,0.0,30.91,8.88,44.26,4.013525604874586,2.026658187988623
174,82.2893,0.0,30.91,8.695,44.26,4.039930378590867,2.026658187988623
175,83.2893,0.0,30.91,9.077,44.26,3.985408089079413,2.026658187988623
176,84.2893,0.062188,30.91,9.98,44.26,3.8565242476426507,2.026658187988623
177,85.2893,0.15426,30.91,11.102,44.26,3.6963828632660762,2.026658187988623
178,86.2893,0.16016,30.91,11.584,44.26,3.6275877230971734,2.026658187988623
179,87.2893,0.1036,30.91,11.441,44.26,3.6479978995373243,2.026658187988623
180,88.2893,0.084862,30.91,11.27,44.26,3.6724044741615622,2.026658187988623
181,89.2893,0.0,30.91,10.983,44.26,3.7133675555484396,2.026658187988623
182,90.2893,0.0,30.91,10.69,44.26,3.755187007974765,2.026658187988623
183,91.2893,0.062188,30.91,10.482,44.26,3.784874537342258,2.026658187988623
184,92.2893,0.15426,30.91,10.336,44.26,3.805712899302134,2.026658187988623
185,93.2893,0.16016,30.91,10.093,44.26,3.840395926399734,2.026658187988623
186,94.2893,0.1036,30.91,9.821,44.26,3.8792180801879947,2.026658187988623
187,95.2893,0.084862,30.91,9.478,44.26,3.9281739579430432,2.026658187988623
188,96.2893,0.052101,30.91,9.109,44.26,3.980840776869029,2.026658187988623
189,97.2893,0.014673,30.91,8.813,44.26,4.023088414815077,2.026658187988623
190,98.2893,0.0,30.91,8.617,44.26,4.051063202103677,2.026658187988623
191,99.2893,0.0,30.91,8.453,44.26,4.074470677181893,2.026658187988623
192,100.2893,0.0,30.91,8.313,44.26,4.094452668102321,2.026658187988623
193,101.2893,0.0,30.91,8.219,44.26,4.107869147720323,2.026658187988623
194,102.2893,0.0,30.91,8.045,44.26,4.1327039078642835,2.026658187988623
195,103.2893,0.0,30.91,7.854,44.26,4.159965052620011,2.026658187988623
196,104.2893,0.0,30.91,7.596,44.26,4.196789007316228,2.026658187988623
197,105.2893,0.0,30.91,7.549,44.26,4.203497247125229,2.026658187988623
198,106.2893,0.0,30.91,7.949,44.26,4.146405844495435,2.026658187988623
199,107.2893,0.0,30.91,8.729,44.26,4.035077609367335,2.026658187988623
200,108.2893,0.0,30.91,9.671,44.26,3.9006273561741676,2.026658187988623
201,109.2893,0.0,30.91,10.315,44.26,3.808710197940198,2.026658187988623
202,110.2893,0.0,30.91,10.707,44.26,3.752760623362998,2.026658187988623
203,111.2893,0.0,30.91,10.867,44.26,3.7299240623110803,2.026658187988623
204,112.2893,0.0,30.91,10.82,44.26,3.736632302120081,2.026658187988623
205,113.2893,0.0,30.91,10.547,44.26,3.7755971844149165,2.026658187988623
206,114.2893,0.062188,30.91,9.935,44.26,3.8629470304385025,2.026658187988623
207,115.2893,0.15426,30.91,8.027,44.26,4.135273020982625,2.026658187988623
208,116.2893,0.16016,30.91,7.229,44.26,4.249170369229065,2.026658187988623
209,117.2893,0.1036,30.91,7.168,44.26,4.25787680813011,2.026658187988623
210,118.2893,0.084862,30.91,7.414,44.26,4.222765595512785,2.026658187988623
211,119.2893,0.0,30.91,7.484,44.26,4.212774600052571,2.026658187988623
212,120.2893,0.0,30.91,7.222,44.26,4.250169468775087,2.026658187988623
213,121.2893,0.062188,30.91,6.76,44.26,4.316110038812501,2.026658187988623
214,122.2893,0.15426,30.91,6.28,44.26,4.384619721968254,2.026658187988623
215,123.2893,0.16016,30.91,5.887,44.26,4.440712025052028,2.026658187988623
216,124.2893,0.1036,30.91,5.371,44.26,4.514359934444463,2.026658187988623
217,125.2893,0.084862,30.91,5.055,44.26,4.559462142522001,2.026658187988623
218,126.2893,0.052101,30.91,4.94,44.26,4.575875920778068,2.026658187988623
219,127.2893,0.014673,30.91,5.028,44.26,4.563315812199513,2.026658187988623
220,128.2893,0.0,30.91,5.223,44.26,4.535483753417488,2.026658187988623
221,129.2893,0.0,30.91,5.015,44.26,4.565171282784981,2.026658187988623
222,130.2893,0.0,30.91,5.818,44.26,4.450560292005668,2.026658187988623
223,131.2893,0.0,30.91,7.457,44.26,4.216628269730083,2.026658187988623
224,132.2893,0.0,30.91,9.498,44.26,3.925319387811554,2.026658187988623
225,133.2893,0.0,30.91,11.335,44.26,3.6631271212342202,2.026658187988623
226,134.2893,0.0,30.91,12.422,44.26,3.507981234587752,2.026658187988623
227,135.2893,0.0,30.91,13.133,44.26,3.406501266413292,2.026658187988623
228,136.2893,0.0,30.91,13.431,44.26,3.363968171454095,2.026658187988623
229,137.2893,0.0,30.91,13.41,44.26,3.366965470092159,2.026658187988623
230,138.2893,0.0,30.91,12.662,44.26,3.4737263930098754,2.026658187988623
231,139.2893,0.0,30.91,9.749,44.26,3.889494532661357,2.026658187988623
232,140.2893,0.0,30.91,8.578,44.26,4.056629613860082,2.026658187988623
233,141.2893,0.0,30.91,8.313,44.26,4.094452668102321,2.026658187988623
234,142.2893,0.0,30.91,8.675,44.26,4.042784948722357,2.026658187988623
235,143.2893,0.0,30.91,8.312,44.26,4.094595396608897,2.026658187988623
236,144.2893,0.062188,30.91,7.776,44.26,4.171097876132821,2.026658187988623
237,145.2893,0.15426,30.91,7.374,44.26,4.228474735775765,2.026658187988623
238,146.2893,0.16016,30.91,6.996,44.26,4.282426111260921,2.026658187988623
239,147.2893,0.1036,30.91,6.704,44.26,4.324102835180671,2.026658187988623
240,148.2893,0.084862,30.91,6.486,44.26,4.355217649613909,2.026658187988623
241,149.2893,0.0,30.91,6.211,44.26,4.394467988921894,2.026658187988623
242,150.2893,0.0,30.91,5.933,44.26,4.434146513749601,2.026658187988623
243,151.2893,0.062188,30.91,5.71,44.26,4.4659749707157115,2.026658187988623
244,152.2893,0.15426,30.91,5.54,44.26,4.490238816833375,2.026658187988623
245,153.2893,0.16016,30.91,5.467,44.26,4.500657997813313,2.026658187988623
246,154.2893,0.1036,30.91,6.526,44.26,4.3495085093509305,2.026658187988623
247,155.2893,0.084862,30.91,8.666,44.26,4.044069505281527,2.026658187988623
248,156.2893,0.052101,30.91,11.059,44.26,3.702520189048779,2.026658187988623
249,157.2893,0.014673,30.91,13.123,44.26,3.4079285514790367,2.026658187988623
250,158.2893,0.0,30.91,14.429,44.26,3.2215251218927556,2.026658187988623
251,159.2893,0.0,30.91,15.185,44.26,3.1136223709224433,2.026658187988623
252,160.2893,0.0,30.91,15.572,44.26,3.058386438878117,2.026658187988623
253,161.2893,0.0,30.91,15.455,44.26,3.0750856741473322,2.026658187988623
254,162.2893,0.0,30.91,14.211,44.26,3.252639936325995,2.026658187988623
255,163.2893,0.0,30.91,11.902,44.26,3.582200058006486,2.026658187988623
256,164.2893,0.0,30.91,10.158,44.26,3.831118573472392,2.026658187988623
257,165.2893,0.0,30.91,9.115,44.26,3.9799844058295824,2.026658187988623
258,166.2893,0.0,30.91,8.74,44.26,4.033507595795015,2.026658187988623
259,167.2893,0.0,30.91,8.69,44.26,4.0406440211237395,2.026658187988623
260,168.2893,0.0,30.91,8.188,44.26,4.112293731424132,2.026658187988623
261,169.2893,0.0,30.91,7.893,44.26,4.154398640863606,2.026658187988623
262,170.2893,0.0,30.91,7.672,44.26,4.1859416408165675,2.026658187988623
263,171.2893,0.0,30.91,7.454,44.26,4.217056455249806,2.026658187988623
264,172.2893,0.0,30.91,7.208,44.26,4.2521676678671305,2.026658187988623
265,173.2893,0.0,30.91,7.075,44.26,4.271150559241537,2.026658187988623
266,174.2893,0.062188,30.91,6.813,44.26,4.308545427964052,2.026658187988623
267,175.2893,0.15426,30.91,6.443,44.26,4.361354975396614,2.026658187988623
268,176.2893,0.16016,30.91,6.073,44.26,4.414164522829173,2.026658187988623
269,177.2893,0.1036,30.91,5.713,44.26,4.465546785195988,2.026658187988623
270,178.2893,0.084862,30.91,6.849,44.26,4.303407201727371,2.026658187988623
271,179.2893,0.0,30.91,9.277,44.26,3.9568623877645157,2.026658187988623
272,180.2893,0.0,30.91,11.692,44.26,3.6121730443871285,2.026658187988623
273,181.2893,0.062188,30.91,13.764,44.26,3.3164395787647902,2.026658187988623
274,182.2893,0.15426,30.91,15.141,44.26,3.119902425211721,2.026658187988623
275,183.2893,0.16016,30.91,15.929,44.26,3.0074323620310244,2.026658187988623
276,184.2893,0.1036,30.91,16.295,44.26,2.9551937286247623,2.026658187988623
277,185.2893,0.084862,30.91,16.086,44.26,2.985023986498831,2.026658187988623
278,186.2893,0.052101,30.91,14.853,44.26,3.1610082351051734,2.026658187988623
279,187.2893,0.014673,30.91,12.23,44.26,3.535385107850054,2.026658187988623
280,188.2893,0.0,30.91,10.242,44.26,3.8191293789201346,2.026658187988623
281,189.2893,0.0,30.91,9.808,44.26,3.8810735507734626,2.026658187988623
282,190.2893,0.0,30.91,9.85,44.26,3.875078953497334,2.026658187988623
283,191.2893,0.0,30.91,9.376,44.26,3.9427322656136417,2.026658187988623
284,192.2893,0.0,30.91,9.016,44.26,3.994114527980457,2.026658187988623
285,193.2893,0.0,30.91,8.281,44.26,4.099019980312705,2.026658187988623
286,194.2893,0.0,30.91,7.47,44.26,4.2147727991446144,2.026658187988623
287,195.2893,0.0,30.91,7.197,44.26,4.25373768143945,2.026658187988623
288,196.2893,0.0,30.91,6.885,44.26,4.298268975490689,2.026658187988623
289,197.2893,0.0,30.91,6.667,44.26,4.329383789923927,2.026658187988623
290,198.2893,0.0,30.91,6.571,44.26,4.343085726555079,2.026658187988623
291,199.2893,0.0,30.91,6.537,44.26,4.347938495778611,2.026658187988623
292,200.2893,0.0,30.91,6.448,44.26,4.36064133286374,2.026658187988623
293,201.2893,0.0,30.91,6.297,44.26,4.3821933373564885,2.026658187988623
294,202.2893,0.0,30.91,8.468,44.26,4.072329749583276,2.026658187988623
295,203.2893,0.0,30.91,10.913,44.26,3.723358551008654,2.026658187988623
296,204.2893,0.062188,30.91,12.768,44.26,3.4585971713129795,2.026658187988623
297,205.2893,0.15426,30.91,13.857,44.26,3.303165827653363,2.026658187988623
298,206.2893,0.16016,30.91,14.253,44.26,3.246645339049866,2.026658187988623
299,207.2893,0.1036,30.91,13.898,44.26,3.297313958883809,2.026658187988623
300,208.2893,0.084862,30.91,13.432,44.26,3.36382544294752,2.026658187988623
301,209.2893,0.0,30.91,12.687,44.26,3.4701581803455133,2.026658187988623
302,210.2893,0.0,30.91,11.835,44.26,3.5917628679469766,2.026658187988623
303,211.2893,0.062188,30.91,11.171,44.26,3.6865345963124363,2.026658187988623
304,212.2893,0.15426,30.91,10.934,44.26,3.7203612523705902,2.026658187988623
305,213.2893,0.16016,30.91,10.762,44.26,3.7449105555014017,2.026658187988623
306,214.2893,0.1036,30.91,10.53,44.26,3.7780235690266823,2.026658187988623
307,215.2893,0.084862,30.91,10.314,44.26,3.808852926446772,2.026658187988623
308,216.2893,0.052101,30.91,10.182,44.26,3.8276930893146037,2.026658187988623
309,217.2893,0.014673,30.91,9.999,44.26,3.853812406017735,2.026658187988623
310,218.2893,0.0,30.91,9.9,44.26,3.8679425281686104,2.026658187988623
311,219.2893,0.0,30.91,9.902,44.26,3.8676570711554605,2.026658187988623
312,220.2893,0.0,30.91,9.978,44.26,3.856809704655799,2.026658187988623
313,221.2893,0.0,30.91,10.1,44.26,3.839396826853712,2.026658187988623
314,222.2893,0.0,30.91,10.313,44.26,3.8089956549533457,2.026658187988623
315,223.2893,0.0,30.91,10.576,44.26,3.771458057724256,2.026658187988623
316,224.2893,0.0,30.91,10.79,44.26,3.7409141573173157,2.026658187988623
317,225.2893,0.0,30.91,10.786,44.26,3.7414850713436136,2.026658187988623
318,226.2893,0.0,30.91,10.99,44.26,3.7123684560024186,2.026658187988623
319,227.2893,0.0,30.91,11.614,44.26,3.623305867899938,2.026658187988623
320,228.2893,0.0,30.91,12.273,44.26,3.529247782067351,2.026658187988623
321,229.2893,0.0,30.91,12.9,44.26,3.4397570084451474,2.026658187988623
322,230.2893,0.0,30.91,12.751,44.26,3.461023555924746,2.026658187988623
323,231.2893,0.0,30.91,12.811,44.26,3.4524598455302766,2.026658187988623
324,232.2893,0.0,30.91,12.978,44.26,3.428624184932337,2.026658187988623
325,233.2893,0.0,30.91,12.955,44.26,3.4319069405835507,2.026658187988623
326,234.2893,0.062188,30.91,12.517,44.26,3.4944220264631762,2.026658187988623
327,235.2893,0.15426,30.91,11.554,44.26,3.631869578294407,2.026658187988623
328,236.2893,0.16016,30.91,10.957,44.26,3.717078496719376,2.026658187988623
329,237.2893,0.1036,30.91,11.034,44.26,3.7060884017131412,2.026658187988623
330,238.2893,0.084862,30.91,11.284,44.26,3.670406275069519,2.026658187988623
331,239.2893,0.0,30.91,11.462,44.26,3.6450006008992606,2.026658187988623
332,240.2893,0.0,30.91,11.45,44.26,3.6467133429781544,2.026658187988623
333,241.2893,0.062188,30.91,11.199,44.26,3.6825381981283503,2.026658187988623
334,242.2893,0.15426,30.91,10.184,44.26,3.8274076323014556,2.026658187988623
335,243.2893,0.16016,30.91,9.848,44.26,3.875364410510483,2.026658187988623
336,244.2893,0.1036,30.91,9.68,44.26,3.899342799614997,2.026658187988623
337,245.2893,0.084862,30.91,9.273,44.26,3.9574333017908137,2.026658187988623
338,246.2893,0.052101,30.91,8.481,44.26,4.070474278997807,2.026658187988623
339,247.2893,0.014673,30.91,8.336,44.26,4.091169912451108,2.026658187988623
340,248.2893,0.0,30.91,8.105,44.26,4.124140197469814,2.026658187988623
341,249.2893,0.0,30.91,7.953,44.26,4.145834930469137,2.026658187988623
342,250.2893,0.0,30.91,8.518,44.26,4.065193324254551,2.026658187988623
343,251.2893,0.0,30.91,9.924,44.26,3.864517044010822,2.026658187988623
344,252.2893,0.0,30.91,11.869,44.26,3.586910098723444,2.026658187988623
345,253.2893,0.0,30.91,12.951,44.26,3.4324778546098482,2.026658187988623
346,254.2893,0.0,30.91,13.578,44.26,3.342987080987645,2.026658187988623
347,255.2893,0.0,30.91,13.888,44.26,3.298741243949554,2.026658187988623
348,256.2893,0.0,30.91,13.938,44.26,3.2916048186208293,2.026658187988623
