longitude,latitude,time,fdir,ssrd,t2m,u10,v10,t_air,dirhi,ghi,dhi
9.0,48.0,2017-01-01 00:00:00,0.0,0.125,270.52948,1.6711036,0.41033658,-2.620514,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 01:00:00,0.0,0.125,270.243,1.954886,0.43189046,-2.9069824,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 02:00:00,0.0,0.125,270.32568,1.9818723,0.54087985,-2.8243103,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 03:00:00,0.0,0.125,270.66943,1.7685384,0.64681923,-2.4805603,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 04:00:00,0.0,0.125,270.6368,1.5608859,1.2692382,-2.5131836,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 05:00:00,0.0,0.125,270.30392,1.4336241,1.5537087,-2.8460693,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 06:00:00,0.0,0.125,270.17337,1.5387287,1.2387375,-2.9766235,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 07:00:00,0.0,0.125,270.08926,1.5952579,1.0746433,-3.06073,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 08:00:00,28856.25,62833.125,269.88184,1.6316184,1.236704,-3.268158,8.015625,17.453646,9.438021
9.0,48.0,2017-01-01 09:00:00,221958.0,380888.25,270.1081,1.5125946,1.4164551,-3.0419006,61.655,105.80229,44.147293
9.0,48.0,2017-01-01 10:00:00,554553.06,770253.75,270.27927,0.98707175,0.652106,-2.8707275,154.04251,213.95938,59.91687
9.0,48.0,2017-01-01 11:00:00,757701.06,1007722.9,271.3388,0.59591234,1.8131685,-1.8111877,210.47252,279.92303,69.450516
9.0,48.0,2017-01-01 12:00:00,837814.56,1099529.0,272.27365,1.0964373,1.9670957,-0.8763428,232.72627,305.4247,72.69844
9.0,48.0,2017-01-01 13:00:00,742610.3,1000492.06,273.26865,1.3981159,1.939645,0.118652344,206.28064,277.91446,71.63382
9.0,48.0,2017-01-01 14:00:00,537795.06,750506.25,273.1642,1.1620567,1.9264281,0.014221191,149.38751,208.47395,59.08644
9.0,48.0,2017-01-01 15:00:00,224651.25,373807.0,271.32504,1.1518302,1.8568863,-1.8249512,62.403126,103.83528,41.432156
9.0,48.0,2017-01-01 16:00:00,19579.5,47723.375,269.46048,1.9284678,2.1783645,-3.6895142,5.43875,13.256493,7.817743
9.0,48.0,2017-01-01 17:00:00,0.0,0.125,269.19724,2.1378248,1.8766102,-3.9527588,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 18:00:00,0.0,0.125,268.9579,2.2261693,1.8434659,-4.192108,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 19:00:00,0.0,0.125,269.11743,2.190377,1.8556663,-4.0325623,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 20:00:00,0.0,0.125,268.98907,2.147199,1.9992232,-4.160919,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 21:00:00,0.0,0.125,269.15082,2.232703,2.0823886,-3.999176,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 22:00:00,0.0,0.125,268.37192,2.379281,0.84161747,-4.778076,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-01 23:00:00,0.0,0.125,268.2196,1.6961014,2.6033418,-4.9303894,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 00:00:00,0.0,0.125,268.42267,2.4184823,2.0559547,-4.7273254,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 01:00:00,0.0,0.125,268.74902,2.623294,1.116531,-4.4009705,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 02:00:00,0.0,0.125,269.23856,2.4974527,0.6037114,-3.911438,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 03:00:00,0.0,0.125,268.84982,2.2946293,1.0146585,-4.300171,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 04:00:00,0.0,0.125,268.02017,2.3858147,1.1496751,-5.129822,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 05:00:00,0.0,0.125,267.81638,2.4929078,0.37698907,-5.333618,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 06:00:00,0.0,0.125,267.7308,2.1929336,-0.43636474,-5.4191895,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 07:00:00,0.0,0.125,267.65393,2.2369637,-0.25254676,-5.496063,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 08:00:00,27317.25,60788.625,268.8056,2.2755969,0.28040332,-4.344391,7.588125,16.885729,9.297604
9.0,48.0,2017-01-02 09:00:00,211911.75,371862.12,270.54904,1.7813214,0.85137767,-2.6009521,58.864376,103.29504,44.43066
9.0,48.0,2017-01-02 10:00:00,377397.06,653464.06,270.9363,1.3506768,0.46157786,-2.213684,104.83252,181.51779,76.68527
9.0,48.0,2017-01-02 11:00:00,500175.06,871734.1,271.93497,2.2463381,1.367654,-1.2150269,138.93752,242.14836,103.210846
9.0,48.0,2017-01-02 12:00:00,410998.56,873778.7,272.69427,3.0789366,0.75072515,-0.455719,114.16627,242.71631,128.55005
9.0,48.0,2017-01-02 13:00:00,160911.0,518223.38,272.81467,2.8448658,0.18646094,-0.33532715,44.6975,143.95094,99.25345
9.0,48.0,2017-01-02 14:00:00,67374.0,422128.62,272.85455,2.5857973,-0.32269856,-0.29544067,18.715,117.25795,98.54295
9.0,48.0,2017-01-02 15:00:00,0.0,148655.12,272.37372,1.8560308,-0.7371024,-0.77627563,0.0,41.29309,41.29309
9.0,48.0,2017-01-02 16:00:00,1068.75,17154.5,272.23883,1.8500655,-1.424183,-0.91116333,0.296875,4.765139,4.468264
9.0,48.0,2017-01-02 17:00:00,0.0,0.125,271.9792,1.8014901,-1.5705867,-1.1708069,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 18:00:00,0.0,0.125,271.7638,1.480211,-1.7230905,-1.3862,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 19:00:00,0.0,0.125,271.77396,1.2154611,-2.0301313,-1.3760376,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 20:00:00,0.0,0.125,271.39395,1.0592246,-2.0771027,-1.7560425,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 21:00:00,0.0,0.125,271.4193,0.9052606,-2.1100435,-1.7306824,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 22:00:00,0.0,0.125,271.22134,0.61977386,-2.4656825,-1.9286499,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-02 23:00:00,0.0,0.125,270.85074,0.7680566,-2.10252,-2.2992554,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 00:00:00,0.0,0.125,269.80423,0.8944661,-1.2783893,-3.3457642,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 01:00:00,0.0,0.125,270.58966,1.0026953,-1.5488294,-2.5603333,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 02:00:00,0.0,0.125,270.18643,0.48512638,-1.3294272,-2.963562,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 03:00:00,0.0,0.125,270.1567,0.320652,-1.6132877,-2.9932861,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 04:00:00,0.0,0.125,269.95435,0.3217883,-1.6826261,-3.1956482,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 05:00:00,0.0,0.125,269.86444,0.40615594,-1.1693999,-3.285553,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 06:00:00,0.0,0.125,269.36765,0.48370612,-0.7519461,-3.7823486,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 07:00:00,0.0,0.125,268.9267,0.5464848,-0.54108405,-4.223297,0.0,3.4722223e-05,3.4722223e-05
9.0,48.0,2017-01-03 08:00:00,17869.5,50865.0,268.7621,0.6777234,-0.67366076,-4.387909,4.96375,14.129167,9.165417
9.0,48.0,2017-01-03 09:00:00,124872.75,305089.62,268.28415,0.6947675,-0.33591554,-4.8658447,34.686874,84.747116,50.06024
9.0,48.0,2017-01-03 10:00:00,374276.3,677300.7,269.29514,0.6655086,-0.696028,-3.8548584,103.965645,188.13908,84.17344
9.0,48.0,2017-01-03 11:00:00,651253.56,972466.5,270.0044,1.0387719,-0.3487259,-3.1455994,180.90376,270.12958,89.225815
9.0,48.0,2017-01-03 12:00:00,781427.3,1069309.2,270.71512,1.2415953,-0.24542996,-2.4348755,217.06314,297.03033,79.96719
9.0,48.0,2017-01-03 13:00:00,755178.8,1014804.06,271.28516,1.0930285,0.10410887,-1.8648376,209.7719,281.89,72.11812
9.0,48.0,2017-01-03 14:00:00,506373.8,736393.7,271.38306,1.1271164,0.62689203,-1.7669373,140.6594,204.5538,63.89441
9.0,48.0,2017-01-03 15:00:00,230850.0,375552.38,270.4562,1.2100639,0.78976613,-2.6937866,64.125,104.32011,40.195107
9.0,48.0,2017-01-03 16:00:00,19665.0,48770.5,268.596,2.0480597,1.4341457,-4.5539856,5.4625,13.547361,8.084862
