longitude,latitude,time,pev
9.100000381469727,47.900001525878906,2018-01-01 00:00:00,-0.00081917085
9.100000381469727,47.900001525878906,2018-01-01 01:00:00,6.3991174e-06
9.100000381469727,47.900001525878906,2018-01-01 02:00:00,-5.5478886e-06
9.100000381469727,47.900001525878906,2018-01-01 03:00:00,-2.2089109e-05
9.100000381469727,47.900001525878906,2018-01-01 04:00:00,-4.230719e-05
9.100000381469727,47.900001525878906,2018-01-01 05:00:00,-6.221887e-05
9.100000381469727,47.900001525878906,2018-01-01 06:00:00,-8.059945e-05
9.100000381469727,47.900001525878906,2018-01-01 07:00:00,-0.00010694377
9.100000381469727,47.900001525878906,2018-01-01 08:00:00,-0.00014401041
9.100000381469727,47.900001525878906,2018-01-01 09:00:00,-0.00021446683
9.100000381469727,47.900001525878906,2018-01-01 10:00:00,-0.00032260362
9.100000381469727,47.900001525878906,2018-01-01 11:00:00,-0.0005033398
9.100000381469727,47.900001525878906,2018-01-01 12:00:00,-0.0007686252
9.100000381469727,47.900001525878906,2018-01-01 13:00:00,-0.001040956
9.100000381469727,47.900001525878906,2018-01-01 14:00:00,-0.0012492631
9.100000381469727,47.900001525878906,2018-01-01 15:00:00,-0.0013956912
9.100000381469727,47.900001525878906,2018-01-01 16:00:00,-0.0015026014
9.100000381469727,47.900001525878906,2018-01-01 17:00:00,-0.0015736716
9.100000381469727,47.900001525878906,2018-01-01 18:00:00,-0.0016364697
9.100000381469727,47.900001525878906,2018-01-01 19:00:00,-0.0016805818
9.100000381469727,47.900001525878906,2018-01-01 20:00:00,-0.0017289827
9.100000381469727,47.900001525878906,2018-01-01 21:00:00,-0.0017896364
9.100000381469727,47.900001525878906,2018-01-01 22:00:00,-0.0018371185
9.100000381469727,47.900001525878906,2018-01-01 23:00:00,-0.0018744911
9.100000381469727,47.900001525878906,2018-01-02 00:00:00,-0.0019204412
9.100000381469727,47.900001525878906,2018-01-02 01:00:00,-4.9047172e-05
9.100000381469727,47.900001525878906,2018-01-02 02:00:00,-8.917693e-05
9.100000381469727,47.900001525878906,2018-01-02 03:00:00,-0.00012409873
9.100000381469727,47.900001525878906,2018-01-02 04:00:00,-0.00015902054
9.100000381469727,47.900001525878906,2018-01-02 05:00:00,-0.0001859786
9.100000381469727,47.900001525878906,2018-01-02 06:00:00,-0.00020251982
9.100000381469727,47.900001525878906,2018-01-02 07:00:00,-0.00023192819
9.100000381469727,47.900001525878906,2018-01-02 08:00:00,-0.0002647061
9.100000381469727,47.900001525878906,2018-01-02 09:00:00,-0.0003109621
9.100000381469727,47.900001525878906,2018-01-02 10:00:00,-0.00039428566
9.100000381469727,47.900001525878906,2018-01-02 11:00:00,-0.00052049477
9.100000381469727,47.900001525878906,2018-01-02 12:00:00,-0.0006920416
9.100000381469727,47.900001525878906,2018-01-02 13:00:00,-0.000881969
