Diameter [m],3.98
Total Volume of Digester [m³],37.15
Organic Loading Rate [kgVS/m³d],7.396
Feed to Biogas Conversion Factor[m³/kg],0.1
Total Surface Area [m²],84.86
Design Volumetric Flow [m³/d],1.688418680699633
Average Volumetric Flow [m³/d],1.688418680699633
