timestep,demand_water,demand_f,dewatered_sludge,temperature,demand_electricity,heat_demand_digester,electricity_demand_digester
2555,133.23589,0.16016,68.06,17.767,50.12,2.315795983787739,2.3073691201302537
2556,134.23589,0.1036,68.06,17.646,50.12,2.332056142439066,2.3073691201302537
2557,135.23589,0.084862,68.06,17.159,50.12,2.397499921473745,2.3073691201302537
2558,136.23589,0.052101,68.06,16.478,50.12,2.4890137069411304,2.3073691201302537
2559,137.23589,0.014673,68.06,15.592,50.12,2.6080756950822517,2.3073691201302537
2560,138.23589,0.0,68.06,14.318,50.12,2.7792776960887844,2.3073691201302537
2561,139.23589,0.0,68.06,12.366,50.12,3.0415903381333305,2.3073691201302537
2562,140.23589,0.0,68.06,11.992,50.12,3.0918490103283407,2.3073691201302537
2563,141.23589,0.0,68.06,11.99,50.12,3.092117773281255,2.3073691201302537
2564,142.23589,0.0,68.06,12.007,50.12,3.0898332881814827,2.3073691201302537
2565,143.23589,0.0,68.06,12.059,50.12,3.0828454514057055,2.3073691201302537
2566,144.23589,0.0,68.06,12.029,50.12,3.086876895699423,2.3073691201302537
2567,145.23589,0.0,68.06,11.791,50.12,3.118859687096248,2.3073691201302537
2568,146.23589,0.0,68.06,11.466,50.12,3.162533666944853,2.3073691201302537
2569,147.23589,0.0,68.06,11.239,50.12,3.193038262100648,2.3073691201302537
2570,148.23589,0.0,68.06,11.103,50.12,3.2113141428988334,2.3073691201302537
2571,149.23589,0.0,68.06,10.868,50.12,3.2428937898662866,2.3073691201302537
2572,150.23589,0.0,68.06,10.807,50.12,3.2510910599301783,2.3073691201302537
2573,151.23589,0.0,68.06,12.683,50.12,2.9989914100963833,2.3073691201302537
2574,152.23589,0.0,68.06,14.129,50.12,2.804675795139204,2.3073691201302537
2575,153.23589,0.0,68.06,15.297,50.12,2.6477182306371394,2.3073691201302537
2576,154.23589,0.062188,68.06,16.233,50.12,2.521937168673156,2.3073691201302537
2577,155.23589,0.15426,68.06,17.073,50.12,2.4090567284490687,2.3073691201302537
2578,156.23589,0.16016,68.06,17.761,50.12,2.3166022726464828,2.3073691201302537
2579,157.23589,0.1036,68.06,17.94,50.12,2.292547988360635,2.3073691201302537
2580,158.23589,0.084862,68.06,17.743,50.12,2.3190211392227127,2.3073691201302537
2581,159.23589,0.0,68.06,17.31,50.12,2.377208318528701,2.3073691201302537
2582,160.23589,0.0,68.06,16.623,50.12,2.46952839285483,2.3073691201302537
2583,161.23589,0.062188,68.06,15.6,50.12,2.6070006432705934,2.3073691201302537
2584,162.23589,0.15426,68.06,14.13,50.12,2.8045414136627462,2.3073691201302537
2585,163.23589,0.16016,68.06,11.805,50.12,3.1169783464258467,2.3073691201302537
2586,164.23589,0.1036,68.06,11.072,50.12,3.2154799686690083,2.3073691201302537
2587,165.23589,0.084862,68.06,10.703,50.12,3.2650667334817323,2.3073691201302537
2588,166.23589,0.052101,68.06,10.584,50.12,3.281058129180145,2.3073691201302537
2589,167.23589,0.014673,68.06,10.734,50.12,3.260900907711558,2.3073691201302537
2590,168.23589,0.0,68.06,10.776,50.12,3.255256885700353,2.3073691201302537
2591,169.23589,0.0,68.06,10.547,50.12,3.286030243809063,2.3073691201302537
2592,170.23589,0.0,68.06,10.045,50.12,3.353489744990601,2.3073691201302537
2593,171.23589,0.0,68.06,9.948,50.12,3.366524748206954,2.3073691201302537
2594,172.23589,0.0,68.06,10.082,50.12,3.348517630361683,2.3073691201302537
2595,173.23589,0.0,68.06,10.063,50.12,3.3510708784143706,2.3073691201302537
2596,174.23589,0.0,68.06,10.577,50.12,3.281998799515346,2.3073691201302537
2597,175.23589,0.0,68.06,11.9,50.12,3.104212106162408,2.3073691201302537
2598,176.23589,0.0,68.06,13.132,50.12,2.938654127167079,2.3073691201302537
2599,177.23589,0.0,68.06,14.121,50.12,2.805750846950861,2.3073691201302537
2600,178.23589,0.0,68.06,14.712,50.12,2.726331394364629,2.3073691201302537
2601,179.23589,0.0,68.06,15.198,50.12,2.6610219968064066,2.3073691201302537
2602,180.23589,0.0,68.06,15.436,50.12,2.629039205409582,2.3073691201302537
2603,181.23589,0.0,68.06,15.712,50.12,2.5919499179073817,2.3073691201302537
2604,182.23589,0.0,68.06,15.753,50.12,2.5864402773726347,2.3073691201302537
2605,183.23589,0.0,68.06,15.467,50.12,2.6248733796394075,2.3073691201302537
2606,184.23589,0.062188,68.06,14.97,50.12,2.691660973438659,2.3073691201302537
2607,185.23589,0.15426,68.06,14.275,50.12,2.7850560995764457,2.3073691201302537
2608,186.23589,0.16016,68.06,13.355,50.12,2.9086870579171133,2.3073691201302537
2609,187.23589,0.1036,68.06,12.137,50.12,3.07236369624204,2.3073691201302537
2610,188.23589,0.084862,68.06,11.534,50.12,3.15339572654576,2.3073691201302537
2611,189.23589,0.0,68.06,11.12,50.12,3.2090296577990607,2.3073691201302537
2612,190.23589,0.0,68.06,10.851,50.12,3.24517827496606,2.3073691201302537
2613,191.23589,0.062188,68.06,10.576,50.12,3.282133180991803,2.3073691201302537
2614,192.23589,0.15426,68.06,10.306,50.12,3.31841617963526,2.3073691201302537
2615,193.23589,0.16016,68.06,10.073,50.12,3.349727063649798,2.3073691201302537
2616,194.23589,0.1036,68.06,9.768,50.12,3.3907134139692587,2.3073691201302537
2617,195.23589,0.084862,68.06,9.51,50.12,3.425383834895228,2.3073691201302537
2618,196.23589,0.052101,68.06,9.366,50.12,3.4447347675050723,2.3073691201302537
2619,197.23589,0.014673,68.06,9.258,50.12,3.4592479669624545,2.3073691201302537
2620,198.23589,0.0,68.06,9.776,50.12,3.3896383621576005,2.3073691201302537
2621,199.23589,0.0,68.06,12.123,50.12,3.074245036912442,2.3073691201302537
2622,200.23589,0.0,68.06,13.333,50.12,2.911643450399173,2.3073691201302537
2623,201.23589,0.0,68.06,14.792,50.12,2.715580876248049,2.3073691201302537
2624,202.23589,0.0,68.06,15.86,50.12,2.5720614593917093,2.3073691201302537
2625,203.23589,0.0,68.06,16.58,50.12,2.4753067963424913,2.3073691201302537
2626,204.23589,0.0,68.06,16.869,50.12,2.4364705496463466,2.3073691201302537
2627,205.23589,0.0,68.06,16.844,50.12,2.4398300865577776,2.3073691201302537
2628,206.23589,0.0,68.06,16.651,50.12,2.4657657115140266,2.3073691201302537
2629,207.23589,0.0,68.06,16.285,50.12,2.5149493318973795,2.3073691201302537
2630,208.23589,0.0,68.06,15.678,50.12,2.596518888106928,2.3073691201302537
2631,209.23589,0.0,68.06,14.782,50.12,2.716924691012622,2.3073691201302537
2632,210.23589,0.0,68.06,13.537,50.12,2.8842296292018945,2.3073691201302537
2633,211.23589,0.0,68.06,12.016,50.12,3.0886238548933673,2.3073691201302537
2634,212.23589,0.0,68.06,11.47,50.12,3.161996141039024,2.3073691201302537
2635,213.23589,0.0,68.06,11.614,50.12,3.1426452084291805,2.3073691201302537
2636,214.23589,0.062188,68.06,11.588,50.12,3.1461391268170686,2.3073691201302537
2637,215.23589,0.15426,68.06,11.549,50.12,3.1513800043989018,2.3073691201302537
2638,216.23589,0.16016,68.06,11.669,50.12,3.1352542272240314,2.3073691201302537
2639,217.23589,0.1036,68.06,11.877,50.12,3.107302880120924,2.3073691201302537
2640,218.23589,0.084862,68.06,11.67,50.12,3.1351198457475746,2.3073691201302537
2641,219.23589,0.0,68.06,11.287,50.12,3.1865879512307003,2.3073691201302537
2642,220.23589,0.0,68.06,11.169,50.12,3.202444965452655,2.3073691201302537
2643,221.23589,0.062188,68.06,11.106,50.12,3.210910998469462,2.3073691201302537
2644,222.23589,0.15426,68.06,10.942,50.12,3.2329495606084504,2.3073691201302537
2645,223.23589,0.16016,68.06,11.066,50.12,3.2162862575277513,2.3073691201302537
2646,224.23589,0.1036,68.06,11.239,50.12,3.193038262100648,2.3073691201302537
2647,225.23589,0.084862,68.06,11.219,50.12,3.1957258916297926,2.3073691201302537
2648,226.23589,0.052101,68.06,11.137,50.12,3.206745172699287,2.3073691201302537
2649,227.23589,0.014673,68.06,12.1,50.12,3.077335810870958,2.3073691201302537
2650,228.23589,0.0,68.06,12.636,50.12,3.0053073394898737,2.3073691201302537
2651,229.23589,0.0,68.06,12.834,50.12,2.978699807151339,2.3073691201302537
2652,230.23589,0.0,68.06,12.947,50.12,2.96351470031167,2.3073691201302537
2653,231.23589,0.0,68.06,12.696,50.12,2.997244450902439,2.3073691201302537
2654,232.23589,0.0,68.06,12.342,50.12,3.0448154935683047,2.3073691201302537
2655,233.23589,0.0,68.06,11.862,50.12,3.1093186022677832,2.3073691201302537
2656,234.23589,0.0,68.06,11.141,50.12,3.206207646793459,2.3073691201302537
2657,235.23589,0.0,68.06,9.819,50.12,3.3838599586699387,2.3073691201302537
2658,236.23589,0.0,68.06,9.088,50.12,3.4820928179601864,2.3073691201302537
2659,237.23589,0.0,68.06,8.837,50.12,3.5158225685509557,2.3073691201302537
2660,238.23589,0.0,68.06,8.899,50.12,3.507490917010606,2.3073691201302537
2661,239.23589,0.0,68.06,9.011,50.12,3.4924401916473946,2.3073691201302537
2662,240.23589,0.0,68.06,9.504,50.12,3.4261901237539716,2.3073691201302537
2663,241.23589,0.0,68.06,9.656,50.12,3.4057641393324705,2.3073691201302537
2664,242.23589,0.0,68.06,9.587,50.12,3.41503646120802,2.3073691201302537
2665,243.23589,0.0,68.06,9.578,50.12,3.416245894496136,2.3073691201302537
2666,244.23589,0.062188,68.06,9.56,50.12,3.4186647610723657,2.3073691201302537
2667,245.23589,0.15426,68.06,9.726,50.12,3.3963574359804625,2.3073691201302537
2668,246.23589,0.16016,68.06,10.358,50.12,3.311428342859483,2.3073691201302537
2669,247.23589,0.1036,68.06,11.729,50.12,3.127191338636597,2.3073691201302537
2670,248.23589,0.084862,68.06,12.947,50.12,2.96351470031167,2.3073691201302537
2671,249.23589,0.0,68.06,13.988,50.12,2.8236235833196757,2.3073691201302537
2672,250.23589,0.0,68.06,14.659,50.12,2.7334536126168634,2.3073691201302537
2673,251.23589,0.062188,68.06,15.244,50.12,2.6548404488893738,2.3073691201302537
2674,252.23589,0.15426,68.06,15.644,50.12,2.6010878583064745,2.3073691201302537
2675,253.23589,0.16016,68.06,15.902,50.12,2.5664174373805047,2.3073691201302537
2676,254.23589,0.1036,68.06,15.966,50.12,2.557817022887241,2.3073691201302537
2677,255.23589,0.084862,68.06,15.653,50.12,2.5998784250183595,2.3073691201302537
2678,256.23589,0.052101,68.06,15.118,50.12,2.6717725149229867,2.3073691201302537
2679,257.23589,0.014673,68.06,14.274,50.12,2.785190481052903,2.3073691201302537
2680,258.23589,0.0,68.06,13.173,50.12,2.9331444866323317,2.3073691201302537
2681,259.23589,0.0,68.06,11.839,50.12,3.1124093762262994,2.3073691201302537
2682,260.23589,0.0,68.06,10.608,50.12,3.277832973745171,2.3073691201302537
2683,261.23589,0.0,68.06,10.066,50.12,3.3506677339849986,2.3073691201302537
2684,262.23589,0.0,68.06,9.912,50.12,3.371362481359415,2.3073691201302537
2685,263.23589,0.0,68.06,9.975,50.12,3.3628964483426076,2.3073691201302537
2686,264.23589,0.0,68.06,10.101,50.12,3.3459643823089955,2.3073691201302537
2687,265.23589,0.0,68.06,10.234,50.12,3.328091645940181,2.3073691201302537
2688,266.23589,0.0,68.06,10.462,50.12,3.297452669307929,2.3073691201302537
2689,267.23589,0.0,68.06,10.374,50.12,3.309278239236166,2.3073691201302537
2690,268.23589,0.0,68.06,10.211,50.12,3.331182419898698,2.3073691201302537
2691,269.23589,0.0,68.06,10.158,50.12,3.338304638150932,2.3073691201302537
2692,270.23589,0.0,68.06,10.428,50.12,3.3020216395074753,2.3073691201302537
2693,271.23589,0.0,68.06,12.44,50.12,3.0316461088754947,2.3073691201302537
2694,272.23589,0.0,68.06,14.129,50.12,2.804675795139204,2.3073691201302537
2695,273.23589,0.0,68.06,15.725,50.12,2.590202958713437,2.3073691201302537
2696,274.23589,0.062188,68.06,17.073,50.12,2.4090567284490687,2.3073691201302537
2697,275.23589,0.15426,68.06,18.036,50.12,2.2796473666207393,2.3073691201302537
2698,276.23589,0.16016,68.06,18.656,50.12,2.1963308512172466,2.3073691201302537
2699,277.23589,0.1036,68.06,18.921,50.12,2.160719759956076,2.3073691201302537
2700,278.23589,0.084862,68.06,18.842,50.12,2.1713358965961986,2.3073691201302537
2701,279.23589,0.0,68.06,18.439,50.12,2.2254916316084694,2.3073691201302537
2702,280.23589,0.0,68.06,17.77,50.12,2.3153928393583674,2.3073691201302537
2703,281.23589,0.062188,68.06,16.769,50.12,2.449908697292072,2.3073691201302537
2704,282.23589,0.15426,68.06,15.052,50.12,2.680641692369165,2.3073691201302537
2705,283.23589,0.16016,68.06,12.558,50.12,3.015789094653539,2.3073691201302537
2706,284.23589,0.1036,68.06,11.742,50.12,3.1254443794426523,2.3073691201302537
2707,285.23589,0.084862,68.06,11.181,50.12,3.2008323877351685,2.3073691201302537
2708,286.23589,0.052101,68.06,10.523,50.12,3.2892553992440368,2.3073691201302537
2709,287.23589,0.014673,68.06,10.082,50.12,3.348517630361683,2.3073691201302537
2710,288.23589,0.0,68.06,9.979,50.12,3.36235892243678,2.3073691201302537
2711,289.23589,0.0,68.06,9.756,50.12,3.3923259916867456,2.3073691201302537
2712,290.23589,0.0,68.06,9.673,50.12,3.403479654232697,2.3073691201302537
2713,291.23589,0.0,68.06,9.826,50.12,3.3829192883347377,2.3073691201302537
2714,292.23589,0.0,68.06,10.113,50.12,3.3443518045915086,2.3073691201302537
2715,293.23589,0.0,68.06,10.021,50.12,3.3567149004255747,2.3073691201302537
2716,294.23589,0.0,68.06,10.594,50.12,3.279714314415572,2.3073691201302537
2717,295.23589,0.0,68.06,13.136,50.12,2.9381166012612505,2.3073691201302537
2718,296.23589,0.0,68.06,15.785,50.12,2.5821400701260027,2.3073691201302537
2719,297.23589,0.0,68.06,18.035,50.12,2.279781748097197,2.3073691201302537
2720,298.23589,0.0,68.06,19.668,50.12,2.0603367970425124,2.3073691201302537
2721,299.23589,0.0,68.06,20.936,50.12,1.8899410848947231,2.3073691201302537
2722,300.23589,0.0,68.06,21.91,50.12,1.7590535268253644,2.3073691201302537
2723,301.23589,0.0,68.06,22.52,50.12,1.6770808261864438,2.3073691201302537
2724,302.23589,0.0,68.06,22.785,50.12,1.6414697349252731,2.3073691201302537
2725,303.23589,0.0,68.06,22.489,50.12,1.6812466519566183,2.3073691201302537
2726,304.23589,0.062188,68.06,21.767,50.12,1.7782700779587508,2.3073691201302537
2727,305.23589,0.15426,68.06,20.466,50.12,1.953100378829629,2.3073691201302537
2728,306.23589,0.16016,68.06,17.649,50.12,2.331652998009694,2.3073691201302537
2729,307.23589,0.1036,68.06,14.879,50.12,2.703889687796269,2.3073691201302537
2730,308.23589,0.084862,68.06,14.147,50.12,2.802256928562974,2.3073691201302537
2731,309.23589,0.0,68.06,13.806,50.12,2.8480810120348954,2.3073691201302537
2732,310.23589,0.0,68.06,13.469,50.12,2.8933675696009864,2.3073691201302537
2733,311.23589,0.062188,68.06,13.178,50.12,2.932472579250046,2.3073691201302537
2734,312.23589,0.15426,68.06,12.939,50.12,2.964589752123328,2.3073691201302537
2735,313.23589,0.16016,68.06,13.048,50.12,2.9499421711894875,2.3073691201302537
2736,314.23589,0.1036,68.06,13.053,50.12,2.9492702638072017,2.3073691201302537
2737,315.23589,0.084862,68.06,12.596,50.12,3.010682598548164,2.3073691201302537
2738,316.23589,0.052101,68.06,11.988,50.12,3.0923865362341703,2.3073691201302537
2739,317.23589,0.014673,68.06,11.613,50.12,3.1427795899056377,2.3073691201302537
2740,318.23589,0.0,68.06,12.348,50.12,3.0440092047095613,2.3073691201302537
2741,319.23589,0.0,68.06,15.011,50.12,2.686151332903912,2.3073691201302537
2742,320.23589,0.0,68.06,17.509,50.12,2.3504664047137087,2.3073691201302537
2743,321.23589,0.0,68.06,20.12,50.12,1.9995963696838364,2.3073691201302537
2744,322.23589,0.0,68.06,22.147,50.12,1.727205116904997,2.3073691201302537
2745,323.23589,0.0,68.06,23.421,50.12,1.5560031158984642,2.3073691201302537
2746,324.23589,0.0,68.06,24.164,50.12,1.4561576788907291,2.3073691201302537
2747,325.23589,0.0,68.06,24.474,50.12,1.4144994211889828,2.3073691201302537
2748,326.23589,0.0,68.06,24.251,50.12,1.4444664904389488,2.3073691201302537
2749,327.23589,0.0,68.06,23.736,50.12,1.5136729508144309,2.3073691201302537
2750,328.23589,0.0,68.06,22.816,50.12,1.6373039091550985,2.3073691201302537
2751,329.23589,0.0,68.06,21.389,50.12,1.8290662760595904,2.3073691201302537
2752,330.23589,0.0,68.06,18.956,50.12,2.1560164082800726,2.3073691201302537
2753,331.23589,0.0,68.06,16.606,50.12,2.4718128779546027,2.3073691201302537
2754,332.23589,0.0,68.06,15.929,50.12,2.562789137516159,2.3073691201302537
2755,333.23589,0.0,68.06,15.247,50.12,2.654437304460002,2.3073691201302537
2756,334.23589,0.062188,68.06,14.825,50.12,2.71114628752496,2.3073691201302537
2757,335.23589,0.15426,68.06,14.582,50.12,2.743800986304071,2.3073691201302537
2758,336.23589,0.16016,68.06,14.334,50.12,2.7771275924654684,2.3073691201302537
2759,337.23589,0.1036,68.06,14.075,50.12,2.8119323948678954,2.3073691201302537
2760,338.23589,0.084862,68.06,13.773,50.12,2.852515600757984,2.3073691201302537
2761,339.23589,0.0,68.06,13.51,50.12,2.8878579290662403,2.3073691201302537
2762,340.23589,0.0,68.06,13.274,50.12,2.9195719575101498,2.3073691201302537
2763,341.23589,0.062188,68.06,13.003,50.12,2.955989337630064,2.3073691201302537
2764,342.23589,0.15426,68.06,13.522,50.12,2.8862453513487534,2.3073691201302537
2765,343.23589,0.16016,68.06,16.359,50.12,2.505005102639543,2.3073691201302537
2766,344.23589,0.1036,68.06,18.831,50.12,2.1728140928372284,2.3073691201302537
2767,345.23589,0.084862,68.06,21.269,50.12,1.84519205323446,2.3073691201302537
2768,346.23589,0.052101,68.06,22.98,50.12,1.61526534701611,2.3073691201302537
2769,347.23589,0.014673,68.06,24.221,50.12,1.4484979347326663,2.3073691201302537
2770,348.23589,0.0,68.06,24.959,50.12,1.3493244051072182,2.3073691201302537
2771,349.23589,0.0,68.06,25.369,50.12,1.2942279997597468,2.3073691201302537
2772,350.23589,0.0,68.06,25.28,50.12,1.3061879511644416,2.3073691201302537
2773,351.23589,0.0,68.06,24.711,50.12,1.3826510112686154,2.3073691201302537
2774,352.23589,0.0,68.06,23.556,50.12,1.5378616165767356,2.3073691201302537
2775,353.23589,0.0,68.06,21.788,50.12,1.7754480669531483,2.3073691201302537
2776,354.23589,0.0,68.06,19.094,50.12,2.137471764528972,2.3073691201302537
2777,355.23589,0.0,68.06,17.44,50.12,2.3597387265892587,2.3073691201302537
2778,356.23589,0.0,68.06,17.09,50.12,2.4067722433492955,2.3073691201302537
2779,357.23589,0.0,68.06,16.975,50.12,2.4222261131418783,2.3073691201302537
2780,358.23589,0.0,68.06,16.798,50.12,2.4460116344748117,2.3073691201302537
2781,359.23589,0.0,68.06,16.866,50.12,2.436873694075719,2.3073691201302537
2782,360.23589,0.0,68.06,16.271,50.12,2.5168306725677807,2.3073691201302537
2783,361.23589,0.0,68.06,15.82,50.12,2.577436718449999,2.3073691201302537
2784,362.23589,0.0,68.06,15.325,50.12,2.6439555492963365,2.3073691201302537
2785,363.23589,0.0,68.06,14.766,50.12,2.7190747946359375,2.3073691201302537
2786,364.23589,0.062188,68.06,14.198,50.12,2.7954034732636535,2.3073691201302537
2787,365.23589,0.15426,68.06,13.89,50.12,2.8367929680124857,2.3073691201302537
2788,366.23589,0.16016,68.06,14.076,50.12,2.8117980133914378,2.3073691201302537
2789,367.23589,0.1036,68.06,15.896,50.12,2.5672237262392485,2.3073691201302537
2790,368.23589,0.084862,68.06,18.315,50.12,2.242154934689167,2.3073691201302537
2791,369.23589,0.0,68.06,20.687,50.12,1.9234020725325776,2.3073691201302537
2792,370.23589,0.0,68.06,22.401,50.12,1.6930722218848562,2.3073691201302537
2793,371.23589,0.062188,68.06,23.581,50.12,1.5345020796653046,2.3073691201302537
2794,372.23589,0.15426,68.06,24.316,50.12,1.435731694469228,2.3073691201302537
2795,373.23589,0.16016,68.06,24.718,50.12,1.3817103409334144,2.3073691201302537
2796,374.23589,0.1036,68.06,24.836,50.12,1.3658533267114596,2.3073691201302537
2797,375.23589,0.084862,68.06,24.581,50.12,1.4001206032080575,2.3073691201302537
2798,376.23589,0.052101,68.06,24.03,50.12,1.4741647967360003,2.3073691201302537
2799,377.23589,0.014673,68.06,22.873,50.12,1.6296441649970352,2.3073691201302537
2800,378.23589,0.0,68.06,20.235,50.12,1.9841424998912531,2.3073691201302537
2801,379.23589,0.0,68.06,17.516,50.12,2.349525734378508,2.3073691201302537
2802,380.23589,0.0,68.06,16.81,50.12,2.444399056757325,2.3073691201302537
2803,381.23589,0.0,68.06,16.398,50.12,2.49976422505771,2.3073691201302537
2804,382.23589,0.0,68.06,16.095,50.12,2.5404818124242565,2.3073691201302537
2805,383.23589,0.0,68.06,16.081,50.12,2.5423631530946578,2.3073691201302537
2806,384.23589,0.0,68.06,15.0,50.12,2.6876295291449415,2.3073691201302537
2807,385.23589,0.0,68.06,14.397,50.12,2.7686615594486623,2.3073691201302537
2808,386.23589,0.0,68.06,14.096,50.12,2.8091103838622926,2.3073691201302537
2809,387.23589,0.0,68.06,13.952,50.12,2.8284613164721373,2.3073691201302537
2810,388.23589,0.0,68.06,13.825,50.12,2.845527763982207,2.3073691201302537
2811,389.23589,0.0,68.06,13.685,50.12,2.864341170686221,2.3073691201302537
2812,390.23589,0.0,68.06,14.087,50.12,2.8103198171504085,2.3073691201302537
2813,391.23589,0.0,68.06,16.365,50.12,2.5041988137808,2.3073691201302537
2814,392.23589,0.0,68.06,18.903,50.12,2.1631386265323065,2.3073691201302537
2815,393.23589,0.0,68.06,21.393,50.12,1.828528750153761,2.3073691201302537
2816,394.23589,0.062188,68.06,23.287,50.12,1.5740102337437354,2.3073691201302537
2817,395.23589,0.15426,68.06,24.558,50.12,1.4032113771665742,2.3073691201302537
2818,396.23589,0.16016,68.06,25.286,50.12,1.305381662305698,2.3073691201302537
2819,397.23589,0.1036,68.06,25.46,50.12,1.281999285402137,2.3073691201302537
2820,398.23589,0.084862,68.06,25.257,50.12,1.3092787251229583,2.3073691201302537
2821,399.23589,0.0,68.06,24.626,50.12,1.3940734367674812,2.3073691201302537
2822,400.23589,0.0,68.06,23.587,50.12,1.533695790806561,2.3073691201302537
2823,401.23589,0.062188,68.06,22.368,50.12,1.6975068106079454,2.3073691201302537
2824,402.23589,0.15426,68.06,20.227,50.12,1.985217551702911,2.3073691201302537
2825,403.23589,0.16016,68.06,17.256,50.12,2.3844649182573923,2.3073691201302537
2826,404.23589,0.1036,68.06,16.575,50.12,2.4759787037247776,2.3073691201302537
2827,405.23589,0.084862,68.06,16.555,50.12,2.4786663332539227,2.3073691201302537
2828,406.23589,0.052101,68.06,16.88,50.12,2.4349923534053173,2.3073691201302537
2829,407.23589,0.014673,68.06,17.193,50.12,2.3929309512741987,2.3073691201302537
2830,408.23589,0.0,68.06,17.466,50.12,2.35624480820137,2.3073691201302537
2831,409.23589,0.0,68.06,17.538,50.12,2.3465693418964486,2.3073691201302537
2832,410.23589,0.0,68.06,17.192,50.12,2.3930653327506564,2.3073691201302537
2833,411.23589,0.0,68.06,16.352,50.12,2.5059457729747434,2.3073691201302537
2834,412.23589,0.0,68.06,15.538,50.12,2.6153322948109423,2.3073691201302537
2835,413.23589,0.0,68.06,14.76,50.12,2.7198810834946814,2.3073691201302537
2836,414.23589,0.0,68.06,15.204,50.12,2.660215707947663,2.3073691201302537
2837,415.23589,0.0,68.06,18.282,50.12,2.246589523412257,2.3073691201302537
2838,416.23589,0.0,68.06,21.244,50.12,1.8485515901458909,2.3073691201302537
2839,417.23589,0.0,68.06,23.738,50.12,1.5134041878615168,2.3073691201302537
2840,418.23589,0.0,68.06,25.743,50.12,1.2439693275647363,2.3073691201302537
2841,419.23589,0.0,68.06,26.677,50.12,1.1184570285536675,2.3073691201302537
2842,420.23589,0.0,68.06,27.244,50.12,1.0422627314024084,2.3073691201302537
2843,421.23589,0.0,68.06,27.601,50.12,0.9942885443071713,2.3073691201302537
2844,422.23589,0.0,68.06,27.655,50.12,0.9870319445784796,2.3073691201302537
2845,423.23589,0.0,68.06,27.364,50.12,1.0261369542275387,2.3073691201302537
2846,424.23589,0.062188,68.06,26.684,50.12,1.1175163582184666,2.3073691201302537
2847,425.23589,0.15426,68.06,25.37,50.12,1.2940936182832892,2.3073691201302537
2848,426.23589,0.16016,68.06,22.444,50.12,1.6872938183971944,2.3073691201302537
2849,427.23589,0.1036,68.06,20.579,50.12,1.9379152719899602,2.3073691201302537
2850,428.23589,0.084862,68.06,20.385,50.12,1.963985278422666,2.3073691201302537
2851,429.23589,0.0,68.06,20.634,50.12,1.9305242907848115,2.3073691201302537
2852,430.23589,0.0,68.06,20.585,50.12,1.9371089831312167,2.3073691201302537
2853,431.23589,0.062188,68.06,18.979,50.12,2.1529256343215555,2.3073691201302537
2854,432.23589,0.15426,68.06,17.612,50.12,2.3366251126386124,2.3073691201302537
2855,433.23589,0.16016,68.06,17.454,50.12,2.3578573859188574,2.3073691201302537
2856,434.23589,0.1036,68.06,16.776,50.12,2.448968026956871,2.3073691201302537
2857,435.23589,0.084862,68.06,16.184,50.12,2.528521861019561,2.3073691201302537
2858,436.23589,0.052101,68.06,15.765,50.12,2.584827699655148,2.3073691201302537
2859,437.23589,0.014673,68.06,15.727,50.12,2.589934195760523,2.3073691201302537
2860,438.23589,0.0,68.06,16.15,50.12,2.533090831219108,2.3073691201302537
2861,439.23589,0.0,68.06,17.454,50.12,2.3578573859188574,2.3073691201302537
2862,440.23589,0.0,68.06,18.549,50.12,2.210709669198172,2.3073691201302537
2863,441.23589,0.0,68.06,20.039,50.12,2.010481269276873,2.3073691201302537
2864,442.23589,0.0,68.06,22.845,50.12,1.6334068463378386,2.3073691201302537
2865,443.23589,0.0,68.06,25.236,50.12,1.3121007361285604,2.3073691201302537
2866,444.23589,0.0,68.06,26.251,50.12,1.1757035375244544,2.3073691201302537
2867,445.23589,0.0,68.06,25.877,50.12,1.2259622097194653,2.3073691201302537
2868,446.23589,0.0,68.06,24.973,50.12,1.3474430644368167,2.3073691201302537
2869,447.23589,0.0,68.06,24.747,50.12,1.3778132781161543,2.3073691201302537
2870,448.23589,0.0,68.06,23.959,50.12,1.483705881564465,2.3073691201302537
2871,449.23589,0.0,68.06,22.785,50.12,1.6414697349252731,2.3073691201302537
2872,450.23589,0.0,68.06,20.844,50.12,1.9023041807287895,2.3073691201302537
2873,451.23589,0.0,68.06,18.661,50.12,2.19565894383496,2.3073691201302537
2874,452.23589,0.0,68.06,18.295,50.12,2.2448425642183123,2.3073691201302537
2875,453.23589,0.0,68.06,18.132,50.12,2.2667467448808436,2.3073691201302537
2876,454.23589,0.062188,68.06,18.015,50.12,2.2824693776263416,2.3073691201302537
2877,455.23589,0.15426,68.06,17.781,50.12,2.3139146431173376,2.3073691201302537
2878,456.23589,0.16016,68.06,17.354,50.12,2.371295533564582,2.3073691201302537
2879,457.23589,0.1036,68.06,16.895,50.12,2.4329766312584584,2.3073691201302537
2880,458.23589,0.084862,68.06,16.564,50.12,2.477456899965807,2.3073691201302537
2881,459.23589,0.0,67.2,16.094,47.02,2.5406161939007132,2.3073691201302537
2882,460.23589,0.0,67.2,15.605,47.02,2.606328735888307,2.3073691201302537
2883,461.23589,0.062188,67.2,15.04,47.02,2.682254270086652,2.3073691201302537
2884,462.23589,0.15426,67.2,15.341,47.02,2.6418054456730204,2.3073691201302537
2885,463.23589,0.16016,67.2,18.699,47.02,2.1905524477295844,2.3073691201302537
