x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
-0.00507874,-0.00507874,0.05,5.571944,groundplane,a0.0.a0.APV_2_UP.2310,1062435.0,218313.79999999996,0.20548438238058384
