x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
0.0,0.0,0.05,5.571944,groundplane,a11.0.a0.APV_2_UP.2310,846564.1,188654.1,0.22284679893365808
